pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0267	eng	PL	allege that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	PL	The current complaints	SG	The current complaint	The current complaints allege that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	The current complaint allege that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	278	0	1	complaint
eng_0268	eng	SG	marries mothers and teen daughters at the same time.	SG	A husband	PL	Husbands	A husband marries mothers and teen daughters at the same time.	Husbands marries mothers and teen daughters at the same time.	279	0	1	husband
eng_0268	eng	PL	marry mothers and teen daughters at the same time.	PL	Husbands	SG	A husband	Husbands marry mothers and teen daughters at the same time.	A husband marry mothers and teen daughters at the same time.	279	0	1	husband
eng_0270	eng	SG	seems to have a lot more respect for other humans.	SG	A trader over here	PL	Traders over here	A trader over here seems to have a lot more respect for other humans.	Traders over here seems to have a lot more respect for other humans.	281	0	3	trader
eng_0270	eng	PL	seem to have a lot more respect for other humans.	PL	Traders over here	SG	A trader over here	Traders over here seem to have a lot more respect for other humans.	A trader over here seem to have a lot more respect for other humans.	281	0	3	trader
eng_0271	eng	PL	require special bedding in their cages to absorb their waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	PL	Rodents	SG	A rodent	Rodents require special bedding in their cages to absorb their waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	A rodent require special bedding in their cages to absorb their waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	282	0	1	rodent
eng_0271	eng	SG	requires special bedding in its cage to absorb its waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	SG	A rodent	PL	Rodents	A rodent requires special bedding in its cage to absorb its waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	Rodents requires special bedding in its cage to absorb its waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from its urine.	282	0	1	rodent
eng_0272	eng	SG	"starts the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	SG	When the dancer	PL	When the dancers	"When the dancer starts the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	"When the dancers starts the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	284	0	1	dancer
eng_0272	eng	PL	"start the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	PL	When the dancers	SG	When the dancer	"When the dancers start the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	"When the dancer start the step with the beat of ""dhin, dhin..."", the mental ideation should also be kept."	284	0	1	dancer
eng_0273	eng	SG	underestimates the time that Al Qaeda has had to make progress in such recruitment and research and development.	SG	There is a risk that an observer	PL	There is a risk that observers	There is a risk that an observer underestimates the time that Al Qaeda has had to make progress in such recruitment and research and development.	There is a risk that observers underestimates the time that Al Qaeda has had to make progress in such recruitment and research and development.	285	0	1	observer
eng_0273	eng	PL	underestimate the time that Al Qaeda has had to make progress in such recruitment and research and development.	PL	There is a risk that observers	SG	There is a risk that an observer	There is a risk that observers underestimate the time that Al Qaeda has had to make progress in such recruitment and research and development.	There is a risk that an observer underestimate the time that Al Qaeda has had to make progress in such recruitment and research and development.	285	0	1	observer
eng_0274	eng	SG	removes at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	SG	Compact's Corona dryer	PL	Compact's Corona dryers	Compact's Corona dryer removes at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	Compact's Corona dryers removes at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	286	0	1	dryer
eng_0274	eng	PL	remove at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	PL	Compact's Corona dryers	SG	Compact's Corona dryer	Compact's Corona dryers remove at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	Compact's Corona dryer remove at least twice as much water as the previous dryers, allowing a production increase of over 10% and a significant energy saving.	286	0	1	dryer
eng_0276	eng	SG	starts to shorten & it gets even wetter, windier & colder.	SG	The day	PL	The days	The day starts to shorten & it gets even wetter, windier & colder.	The days starts to shorten & it gets even wetter, windier & colder.	288	0	1	day
eng_0276	eng	PL	start to shorten & it gets even wetter, windier & colder.	PL	The days	SG	The day	The days start to shorten & it gets even wetter, windier & colder.	The day start to shorten & it gets even wetter, windier & colder.	288	0	1	day
eng_0277	eng	SG	refuses to sail on one or the other.	SG	A cruise aficionado	PL	Cruise aficionados	A cruise aficionado refuses to sail on one or the other.	Cruise aficionados refuses to sail on one or the other.	289	0	1	aficionado
eng_0277	eng	PL	refuse to sail on one or the other.	PL	Cruise aficionados	SG	A cruise aficionado	Cruise aficionados refuse to sail on one or the other.	A cruise aficionado refuse to sail on one or the other.	289	0	1	aficionado
eng_0278	eng	PL	work in other, more subtle ways.	PL	But words also	SG	But a word also	But words also work in other, more subtle ways.	But a word also work in other, more subtle ways.	290	0	2	word
eng_0278	eng	SG	works in other, more subtle ways.	SG	But a word also	PL	But words also	But a word also works in other, more subtle ways.	But words also works in other, more subtle ways.	290	0	2	word
eng_0279	eng	SG	poses real political risks for Davis and he and his folks need and want an easy way out.	SG	The price spike	PL	The price spikes	The price spike poses real political risks for Davis and he and his folks need and want an easy way out.	The price spikes poses real political risks for Davis and he and his folks need and want an easy way out.	291	0	1	spike
